Location,Order Id,Order #,Checks,Opened,# of Guests,Table,Revenue Center,Dining Area,Service,Dining Options,Discount Amount,Amount,Tax,Tip,Gratuity,Total,Voided,Paid,Closed,Duration (Opened to Paid),Order Source
3401 Harrisburg Boulevard Suite A,800000004771607580,22,22,9/7/23 3:12 PM,1,,Dining Room,,,,0.00,11.00,1.13,2.00,0.00,14.13,false,9/7/23 3:29 PM,9/7/23 3:29 PM,00:16:54,In Store
3401 Harrisburg Boulevard Suite A,800000004772369635,25,25,9/7/23 3:57 PM,1,,Dining Room,,,,2.00,6.00,0.62,1.20,0.00,7.82,false,9/7/23 4:02 PM,9/7/23 4:02 PM,00:05:37,In Store
3401 Harrisburg Boulevard Suite A,800000004773159763,26,26,9/7/23 4:30 PM,1,,Dining Room,,,,2.00,0.00,0.00,0.00,0.00,0.00,false,9/7/23 11:50 PM,9/7/23 11:50 PM,07:19:23,In Store
3401 Harrisburg Boulevard Suite A,800000004773171658,27,27,9/7/23 4:31 PM,1,,Dining Room,,,,0.00,30.00,3.08,4.50,0.00,37.58,false,9/7/23 4:32 PM,9/7/23 4:32 PM,00:00:45,In Store
3401 Harrisburg Boulevard Suite A,800000004773189063,28,28,9/7/23 4:32 PM,1,,Dining Room,,,,2.00,6.00,0.62,0.00,0.00,6.62,false,9/7/23 4:33 PM,9/7/23 4:33 PM,00:00:20,In Store
3401 Harrisburg Boulevard Suite A,800000004773249665,29,29,9/7/23 4:34 PM,1,,Dining Room,,,,1.25,3.75,0.39,1.10,0.00,5.24,false,9/7/23 4:35 PM,9/7/23 4:35 PM,00:01:31,In Store
3401 Harrisburg Boulevard Suite A,800000004773452545,30,30,9/7/23 4:41 PM,1,,Dining Room,,,,2.50,7.50,0.62,1.50,0.00,9.62,false,9/7/23 4:41 PM,9/7/23 4:41 PM,00:00:43,In Store
3401 Harrisburg Boulevard Suite A,800000004773683585,31,31,9/7/23 4:48 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,false,9/7/23 4:49 PM,9/7/23 4:49 PM,00:00:49,In Store
3401 Harrisburg Boulevard Suite A,800000004773746582,32,32,9/7/23 4:50 PM,1,,Dining Room,,,,0.00,10.00,1.02,0.00,0.00,11.02,false,9/7/23 4:50 PM,9/7/23 4:50 PM,00:00:25,In Store
3401 Harrisburg Boulevard Suite A,800000004774171718,33,33,9/7/23 5:02 PM,3,,Dining Room,,,,7.50,22.50,2.30,0.00,0.00,24.80,false,9/7/23 5:03 PM,9/7/23 5:03 PM,00:01:40,In Store
3401 Harrisburg Boulevard Suite A,800000004774507071,35,35,9/7/23 5:07 PM,1,,None,,,,0.00,0.00,0.00,0.00,0.00,0.00,false,9/7/23 11:49 PM,9/7/23 11:49 PM,06:41:51,In Store
3401 Harrisburg Boulevard Suite A,800000004775282041,37,37,9/7/23 5:31 PM,1,,Dining Room,,,,5.75,17.25,1.74,0.00,0.00,18.99,false,9/7/23 5:53 PM,9/7/23 5:53 PM,00:22:13,In Store
3401 Harrisburg Boulevard Suite A,800000004775876120,39,39,9/7/23 5:45 PM,1,,Dining Room,,,,5.25,25.75,2.28,10.00,0.00,38.03,false,9/7/23 6:18 PM,9/7/23 6:18 PM,00:33:00,In Store
3401 Harrisburg Boulevard Suite A,800000004776119586,40,40,9/7/23 5:46 PM,1,,Dining Room,,,,17.50,52.50,5.38,14.00,0.00,71.88,false,9/7/23 5:52 PM,9/7/23 5:52 PM,00:05:46,In Store
3401 Harrisburg Boulevard Suite A,800000004776841975,41,41,9/7/23 6:05 PM,1,,Dining Room,,Dinner,,0.00,16.00,1.44,3.20,0.00,20.64,false,9/7/23 6:09 PM,9/7/23 6:09 PM,00:03:14,In Store
3401 Harrisburg Boulevard Suite A,800000004776942954,42,42,9/7/23 6:09 PM,1,,Dining Room,,Dinner,,0.00,36.00,3.70,7.20,0.00,46.90,false,9/7/23 6:36 PM,9/7/23 6:36 PM,00:27:41,In Store
3401 Harrisburg Boulevard Suite A,800000004777491968,43,43,9/7/23 6:11 PM,1,,Dining Room,,Dinner,,0.00,16.00,1.64,0.00,0.00,17.64,false,9/7/23 6:23 PM,9/7/23 6:23 PM,00:11:54,In Store
3401 Harrisburg Boulevard Suite A,800000004777582084,45,45,9/7/23 6:19 PM,1,,Dining Room,,Dinner,,0.00,43.00,4.41,8.00,0.00,55.41,false,9/7/23 6:25 PM,9/7/23 6:25 PM,00:06:27,In Store
3401 Harrisburg Boulevard Suite A,800000004778913465,46,46,9/7/23 6:23 PM,1,,Dining Room,,Dinner,,0.00,30.00,3.08,6.00,0.00,39.08,false,9/7/23 6:56 PM,9/7/23 6:56 PM,00:32:56,In Store
3401 Harrisburg Boulevard Suite A,800000004778959988,47,47,9/7/23 6:56 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,1.20,0.00,7.82,false,9/7/23 7:02 PM,9/7/23 7:02 PM,00:05:40,In Store
3401 Harrisburg Boulevard Suite A,800000004779360480,48,48,9/7/23 7:06 PM,1,,Dining Room,,Dinner,,0.00,20.00,1.64,3.36,0.00,25.00,false,9/7/23 7:47 PM,9/7/23 7:47 PM,00:41:42,In Store
3401 Harrisburg Boulevard Suite A,800000004779478847,5002,5002,9/7/23 6:37 PM,1,,Dining Room,,Dinner,,0.00,11.00,1.13,2.20,0.00,14.33,false,9/7/23 7:09 PM,9/7/23 7:09 PM,00:32:49,In Store
3401 Harrisburg Boulevard Suite A,800000004779856788,50,50,9/7/23 7:17 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.43,0.00,0.00,15.43,false,9/7/23 7:25 PM,9/7/23 7:25 PM,00:07:50,In Store
3401 Harrisburg Boulevard Suite A,800000004779978805,49,49,9/7/23 7:06 PM,1,,Dining Room,,Dinner,,0.00,35.00,3.59,0.00,0.00,38.59,false,9/7/23 7:21 PM,9/7/23 7:21 PM,00:15:05,In Store
3401 Harrisburg Boulevard Suite A,800000004781624392,51,51,9/7/23 7:30 PM,1,,Dining Room,,Dinner,,5.75,17.25,1.74,3.45,0.00,22.44,false,9/7/23 8:36 PM,9/7/23 8:36 PM,01:06:25,In Store
3401 Harrisburg Boulevard Suite A,800000004781658077,53,53,9/7/23 8:05 PM,1,,Dining Room,,Dinner,,3.75,11.25,1.13,3.00,0.00,15.38,false,9/7/23 8:50 PM,9/7/23 8:50 PM,00:45:29,In Store
3401 Harrisburg Boulevard Suite A,800000004781750953,54,54,9/7/23 8:06 PM,1,,Dining Room,,Dinner,,3.00,9.00,0.90,1.80,0.00,11.70,false,9/7/23 8:50 PM,9/7/23 8:50 PM,00:43:50,In Store
3401 Harrisburg Boulevard Suite A,800000004781809604,55,55,9/7/23 8:09 PM,1,,Dining Room,,Dinner,,15.00,45.00,4.61,9.00,0.00,58.61,false,9/7/23 8:12 PM,9/7/23 8:12 PM,00:02:47,In Store
3401 Harrisburg Boulevard Suite A,800000004782134073,52,52,9/7/23 7:47 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,1.60,0.00,10.42,false,9/7/23 8:26 PM,9/7/23 8:26 PM,00:39:01,In Store
3401 Harrisburg Boulevard Suite A,800000004782671721,57,57,9/7/23 8:38 PM,1,,Dining Room,,Dinner,,2.50,15.50,0.78,3.60,0.00,19.88,false,9/7/23 10:24 PM,9/7/23 10:24 PM,01:45:44,In Store
3401 Harrisburg Boulevard Suite A,800000004782682993,58,58,9/7/23 8:39 PM,1,,Dining Room,,Dinner,,4.00,12.00,1.23,3.52,0.00,16.75,false,9/7/23 10:26 PM,9/7/23 10:26 PM,01:46:23,In Store
3401 Harrisburg Boulevard Suite A,800000004782758220,59,59,9/7/23 8:40 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,false,9/7/23 11:48 PM,9/7/23 11:48 PM,03:08:46,In Store
3401 Harrisburg Boulevard Suite A,800000004782795065,60,60,9/7/23 8:43 PM,1,,Dining Room,,Dinner,,11.00,33.00,3.38,9.68,0.00,46.06,false,9/7/23 10:42 PM,9/7/23 10:42 PM,01:58:44,In Store
3401 Harrisburg Boulevard Suite A,800000004782903191,61,61,9/7/23 8:44 PM,1,,Dining Room,,Dinner,,3.75,11.25,1.17,3.00,0.00,15.42,false,9/7/23 10:16 PM,9/7/23 10:16 PM,01:32:28,In Store
3401 Harrisburg Boulevard Suite A,800000004782992613,63,63,9/7/23 8:51 PM,1,,Dining Room,,Dinner,,5.50,16.50,1.70,2.00,0.00,20.20,false,9/7/23 10:16 PM,9/7/23 10:16 PM,01:25:31,In Store
3401 Harrisburg Boulevard Suite A,800000004783049070,64,64,9/7/23 8:53 PM,1,,Dining Room,,Dinner,,2.50,7.50,0.78,2.00,0.00,10.28,false,9/7/23 10:14 PM,9/7/23 10:14 PM,01:21:34,In Store
3401 Harrisburg Boulevard Suite A,800000004783066604,65,65,9/7/23 8:53 PM,1,,Dining Room,,Dinner,,5.00,15.00,1.24,3.00,0.00,19.24,false,9/7/23 10:13 PM,9/7/23 10:13 PM,01:19:41,In Store
3401 Harrisburg Boulevard Suite A,800000004783086321,66,66,9/7/23 8:54 PM,1,,Dining Room,,Dinner,,3.00,9.00,0.92,2.40,0.00,12.32,false,9/7/23 10:15 PM,9/7/23 10:15 PM,01:21:13,In Store
3401 Harrisburg Boulevard Suite A,800000004783192185,67,67,9/7/23 8:58 PM,1,,Dining Room,,Dinner,,38.00,0.00,0.00,0.00,0.00,0.00,false,9/7/23 11:49 PM,9/7/23 11:49 PM,02:50:48,In Store
3401 Harrisburg Boulevard Suite A,800000004783213110,62,62,9/7/23 8:48 PM,1,,Dining Room,,Dinner,,15.00,45.00,3.88,13.20,0.00,62.08,false,9/7/23 10:43 PM,9/7/23 10:43 PM,01:55:16,In Store
3401 Harrisburg Boulevard Suite A,800000004783606154,70,70,9/7/23 9:15 PM,1,,Dining Room,,Dinner,,0.00,20.00,2.04,4.00,0.00,26.04,false,9/7/23 9:23 PM,9/7/23 9:23 PM,00:08:42,In Store
3401 Harrisburg Boulevard Suite A,800000004783675026,71,71,9/7/23 9:20 PM,1,,Dining Room,,Dinner,,8.50,25.50,2.64,0.00,0.00,28.14,false,9/7/23 10:30 PM,9/7/23 10:30 PM,01:09:58,In Store
3401 Harrisburg Boulevard Suite A,800000004784069948,72,72,9/7/23 9:40 PM,1,,Dining Room,,Dinner,,2.00,6.00,0.62,1.60,0.00,8.22,false,9/7/23 10:54 PM,9/7/23 10:54 PM,01:14:04,In Store
3401 Harrisburg Boulevard Suite A,800000004784156248,73,73,9/7/23 9:45 PM,1,,Dining Room,,Dinner,,1.50,4.50,0.45,2.00,0.00,6.95,false,9/7/23 9:46 PM,9/7/23 9:46 PM,00:00:47,In Store
3401 Harrisburg Boulevard Suite A,800000004784270383,77,77,9/7/23 9:52 PM,1,,Dining Room,,Dinner,,5.00,15.00,1.56,4.00,0.00,20.56,false,9/7/23 10:48 PM,9/7/23 10:48 PM,00:56:16,In Store
3401 Harrisburg Boulevard Suite A,800000004784399956,75,75,9/7/23 9:46 PM,1,,Dining Room,,Dinner,,1.50,4.50,0.45,1.32,0.00,6.27,false,9/7/23 10:01 PM,9/7/23 10:01 PM,00:14:37,In Store
3401 Harrisburg Boulevard Suite A,800000004784512822,78,78,9/7/23 10:06 PM,1,,Dining Room,,Dinner,,2.75,8.25,0.84,0.00,0.00,9.09,false,9/7/23 10:09 PM,9/7/23 10:09 PM,00:03:30,In Store
3401 Harrisburg Boulevard Suite A,800000004784537540,79,79,9/7/23 10:10 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/7/23 10:10 PM,9/7/23 10:10 PM,00:00:09,In Store
3401 Harrisburg Boulevard Suite A,800000004784809281,81,81,9/7/23 10:30 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/7/23 10:32 PM,9/7/23 10:32 PM,00:01:06,In Store
3401 Harrisburg Boulevard Suite A,800000004784819110,5003,5003,9/7/23 10:29 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/7/23 10:32 PM,9/7/23 10:32 PM,00:03:05,In Store
3401 Harrisburg Boulevard Suite A,800000004784841590,82,82,9/7/23 10:32 PM,1,,Dining Room,,Dinner,,4.50,13.50,1.24,3.96,0.00,18.70,false,9/7/23 10:35 PM,9/7/23 10:35 PM,00:03:03,In Store
3401 Harrisburg Boulevard Suite A,800000004784869065,84,84,9/7/23 10:35 PM,1,,Dining Room,,Dinner,,2.75,8.25,0.85,2.20,0.00,11.30,false,9/7/23 10:37 PM,9/7/23 10:37 PM,00:02:14,In Store
3401 Harrisburg Boulevard Suite A,800000004784902769,85,85,9/7/23 10:37 PM,1,,Dining Room,,Dinner,,3.50,10.50,1.07,2.80,0.00,14.37,false,9/7/23 10:41 PM,9/7/23 10:41 PM,00:03:25,In Store
3401 Harrisburg Boulevard Suite A,800000004784912189,87,87,9/7/23 10:41 PM,1,,Dining Room,,Dinner,,3.00,9.00,0.92,0.00,0.00,9.92,false,9/7/23 10:41 PM,9/7/23 10:41 PM,00:00:30,In Store
3401 Harrisburg Boulevard Suite A,800000004784940239,88,88,9/7/23 10:43 PM,1,,Dining Room,,Dinner,,5.00,15.00,1.24,3.00,0.00,19.24,false,9/7/23 10:44 PM,9/7/23 10:44 PM,00:00:46,In Store
3401 Harrisburg Boulevard Suite A,800000004784950968,89,89,9/7/23 10:44 PM,1,,Dining Room,,Dinner,,2.50,7.50,0.62,4.00,0.00,12.12,false,9/7/23 10:45 PM,9/7/23 10:45 PM,00:00:42,In Store
3401 Harrisburg Boulevard Suite A,800000004784997371,90,90,9/7/23 10:49 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,0.00,0.00,5.51,false,9/7/23 10:50 PM,9/7/23 10:50 PM,00:00:27,In Store
3401 Harrisburg Boulevard Suite A,800000004785015378,91,91,9/7/23 10:51 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.23,1.80,0.00,15.03,false,9/7/23 10:53 PM,9/7/23 10:53 PM,00:02:20,In Store
3401 Harrisburg Boulevard Suite A,800000004785052650,92,92,9/7/23 10:54 PM,1,,Dining Room,,Dinner,,2.00,6.00,0.62,50.00,0.00,56.62,false,9/7/23 10:56 PM,9/7/23 10:56 PM,00:02:24,In Store
3401 Harrisburg Boulevard Suite A,800000004785195227,93,93,9/7/23 11:12 PM,1,,Dining Room,,,,5.00,15.00,1.56,4.00,0.00,20.56,false,9/7/23 11:13 PM,9/7/23 11:13 PM,00:01:00,In Store
3401 Harrisburg Boulevard Suite A,800000004788582024,1,1,9/8/23 10:49 AM,1,,Dining Room,,,,0.00,2.00,0.20,0.00,0.00,2.20,false,9/8/23 10:50 AM,9/8/23 10:50 AM,00:00:21,In Store
3401 Harrisburg Boulevard Suite A,800000004790577999,3,3,9/8/23 11:52 AM,1,,Dining Room,,,,0.00,21.00,2.15,0.00,0.00,23.15,false,9/8/23 12:02 PM,9/8/23 12:02 PM,00:09:48,In Store
3401 Harrisburg Boulevard Suite A,800000004790889485,4,4,9/8/23 12:06 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.20,0.00,7.82,false,9/8/23 12:07 PM,9/8/23 12:07 PM,00:00:49,In Store
3401 Harrisburg Boulevard Suite A,800000004791892308,5,5,9/8/23 12:36 PM,1,,Dining Room,,,,0.00,24.00,2.47,3.60,0.00,30.07,false,9/8/23 12:43 PM,9/8/23 12:43 PM,00:07:00,In Store
3401 Harrisburg Boulevard Suite A,800000004791993664,6,6,9/8/23 12:37 PM,1,,Dining Room,,,,0.00,27.00,2.77,5.94,0.00,35.71,false,9/8/23 1:16 PM,9/8/23 1:16 PM,00:38:52,In Store
3401 Harrisburg Boulevard Suite A,800000004792357269,7,7,9/8/23 12:46 PM,1,,Dining Room,,,,0.00,11.00,1.13,0.00,0.00,12.13,false,9/8/23 12:52 PM,9/8/23 12:52 PM,00:05:48,In Store
3401 Harrisburg Boulevard Suite A,800000004792412108,8,8,9/8/23 12:53 PM,1,,None,,,,0.00,10.00,1.02,2.00,0.00,13.02,false,9/8/23 1:10 PM,9/8/23 1:10 PM,00:16:22,In Store
3401 Harrisburg Boulevard Suite A,800000004792449744,10,10,9/8/23 12:55 PM,1,,Dining Room,,,,0.00,11.00,1.13,1.65,0.00,13.78,false,9/8/23 12:56 PM,9/8/23 12:56 PM,00:00:37,In Store
3401 Harrisburg Boulevard Suite A,800000004792786201,11,11,9/8/23 12:57 PM,1,,Dining Room,,,,0.00,5.00,0.51,1.10,0.00,6.61,false,9/8/23 1:13 PM,9/8/23 1:13 PM,00:15:54,In Store
3401 Harrisburg Boulevard Suite A,800000004793356755,12,12,9/8/23 1:26 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.32,0.00,7.94,false,9/8/23 1:27 PM,9/8/23 1:27 PM,00:00:52,In Store
3401 Harrisburg Boulevard Suite A,800000004793683997,13,13,9/8/23 1:38 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.32,0.00,7.94,false,9/8/23 1:44 PM,9/8/23 1:44 PM,00:05:41,In Store
3401 Harrisburg Boulevard Suite A,800000004793839985,14,14,9/8/23 1:44 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/8/23 1:44 PM,9/8/23 1:44 PM,00:00:23,In Store
3401 Harrisburg Boulevard Suite A,800000004795128022,15,15,9/8/23 2:31 PM,1,,Dining Room,,,,0.00,10.00,1.02,0.00,0.00,11.02,false,9/8/23 2:33 PM,9/8/23 2:33 PM,00:02:12,In Store
3401 Harrisburg Boulevard Suite A,800000004795544863,16,16,9/8/23 2:33 PM,1,,Dining Room,,,,0.60,5.40,0.55,1.32,0.00,7.27,false,9/8/23 2:48 PM,9/8/23 2:48 PM,00:14:37,In Store
3401 Harrisburg Boulevard Suite A,800000004796003525,17,17,9/8/23 3:04 PM,1,,None,,,,0.00,37.00,3.79,8.14,0.00,48.93,false,9/8/23 3:31 PM,9/8/23 3:31 PM,00:27:38,In Store
3401 Harrisburg Boulevard Suite A,800000004796009174,18,18,9/8/23 3:05 PM,1,,Dining Room,,,,0.00,10.00,1.02,1.00,0.00,12.02,false,9/8/23 3:09 PM,9/8/23 3:09 PM,00:03:56,In Store
3401 Harrisburg Boulevard Suite A,800000004796120284,20,20,9/8/23 3:09 PM,1,,Dining Room,,,,0.00,36.00,3.69,5.40,0.00,45.09,false,9/8/23 3:10 PM,9/8/23 3:10 PM,00:00:48,In Store
3401 Harrisburg Boulevard Suite A,800000004796499509,21,21,9/8/23 3:10 PM,1,,Dining Room,,,,0.00,14.00,1.44,3.08,0.00,18.52,false,9/8/23 3:28 PM,9/8/23 3:28 PM,00:18:22,In Store
3401 Harrisburg Boulevard Suite A,800000004797226386,22,22,9/8/23 3:48 PM,1,,Dining Room,,,,0.00,17.00,1.75,3.74,0.00,22.49,false,9/8/23 3:48 PM,9/8/23 3:48 PM,00:00:31,In Store
3401 Harrisburg Boulevard Suite A,800000004799932391,24,24,9/8/23 4:01 PM,1,,None,,,,0.00,0.00,0.00,0.00,0.00,0.00,false,9/8/23 11:28 PM,9/8/23 11:28 PM,07:27:36,In Store
3401 Harrisburg Boulevard Suite A,800000004801086273,26,26,9/8/23 5:03 PM,1,,None,,,,0.75,2.25,0.23,0.00,0.00,2.48,false,9/8/23 5:19 PM,9/8/23 5:19 PM,00:15:36,In Store
3401 Harrisburg Boulevard Suite A,800000004801371668,27,27,9/8/23 5:19 PM,1,,None,,,,2.00,6.00,0.62,1.60,0.00,8.22,false,9/8/23 5:30 PM,9/8/23 5:30 PM,00:10:57,In Store
3401 Harrisburg Boulevard Suite A,800000004801408603,23,23,9/8/23 3:48 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/8/23 5:25 PM,9/8/23 5:25 PM,01:36:27,In Store
3401 Harrisburg Boulevard Suite A,800000004801737521,28,28,9/8/23 5:30 PM,1,,None,,,,3.00,9.00,0.92,0.00,0.00,9.92,false,9/8/23 5:30 PM,9/8/23 5:30 PM,00:00:22,In Store
3401 Harrisburg Boulevard Suite A,800000004801901890,30,30,9/8/23 5:32 PM,1,,Dining Room,,,,5.50,43.50,4.45,9.80,0.00,57.75,false,9/8/23 7:56 PM,9/8/23 7:56 PM,02:24:14,In Store
3401 Harrisburg Boulevard Suite A,800000004802108544,31,31,9/8/23 5:33 PM,1,,Dining Room,,,,3.75,11.25,1.17,3.00,0.00,15.42,false,9/8/23 9:28 PM,9/8/23 9:28 PM,03:54:36,In Store
3401 Harrisburg Boulevard Suite A,800000004802251586,32,32,9/8/23 5:38 PM,1,,Dining Room,,,,1.25,3.75,0.39,0.00,0.00,4.14,false,9/8/23 5:39 PM,9/8/23 5:39 PM,00:00:36,In Store
3401 Harrisburg Boulevard Suite A,800000004802852508,29,29,9/8/23 5:31 PM,1,,None,,,,6.00,18.00,1.86,0.00,0.00,19.86,false,9/8/23 5:49 PM,9/8/23 5:49 PM,00:18:29,In Store
3401 Harrisburg Boulevard Suite A,800000004803276057,33,33,9/8/23 5:40 PM,1,,Dining Room,,,,0.00,8.00,0.82,1.60,0.00,10.42,false,9/8/23 5:56 PM,9/8/23 5:56 PM,00:16:22,In Store
3401 Harrisburg Boulevard Suite A,800000004803965009,35,35,9/8/23 5:57 PM,1,,Dining Room,,,,0.00,50.00,5.13,7.50,0.00,62.63,false,9/8/23 7:18 PM,9/8/23 7:18 PM,01:21:17,In Store
3401 Harrisburg Boulevard Suite A,800000004804700252,36,36,9/8/23 6:07 PM,1,,Dining Room,,Dinner,,0.00,45.00,4.40,9.90,0.00,59.30,false,9/8/23 6:19 PM,9/8/23 6:19 PM,00:11:39,In Store
3401 Harrisburg Boulevard Suite A,800000004804756334,37,37,9/8/23 6:19 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,0.00,0.00,8.82,false,9/8/23 6:22 PM,9/8/23 6:22 PM,00:02:39,In Store
3401 Harrisburg Boulevard Suite A,800000004804857826,34,34,9/8/23 5:49 PM,1,,None,,,,0.00,30.00,3.08,6.60,0.00,39.68,false,9/8/23 7:52 PM,9/8/23 7:52 PM,02:02:09,In Store
3401 Harrisburg Boulevard Suite A,800000004804912715,39,39,9/8/23 6:22 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,0.00,0.00,8.82,false,9/8/23 6:22 PM,9/8/23 6:22 PM,00:00:40,In Store
3401 Harrisburg Boulevard Suite A,800000004805053603,38,38,9/8/23 6:21 PM,1,,None,,Dinner,,0.00,34.00,3.50,6.80,0.00,44.30,false,9/8/23 7:51 PM,9/8/23 7:51 PM,01:29:43,In Store
3401 Harrisburg Boulevard Suite A,800000004805218556,41,41,9/8/23 6:26 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,0.00,0.00,5.51,false,9/8/23 6:27 PM,9/8/23 6:27 PM,00:01:06,In Store
3401 Harrisburg Boulevard Suite A,800000004805251423,42,42,9/8/23 6:27 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.00,0.00,6.62,false,9/8/23 6:28 PM,9/8/23 6:28 PM,00:00:48,In Store
3401 Harrisburg Boulevard Suite A,800000004806221311,43,43,9/8/23 6:37 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,0.00,0.00,11.02,false,9/8/23 6:43 PM,9/8/23 6:43 PM,00:05:34,In Store
3401 Harrisburg Boulevard Suite A,800000004807189647,44,44,9/8/23 6:44 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,2.00,0.00,13.02,false,9/8/23 6:58 PM,9/8/23 6:58 PM,00:14:37,In Store
3401 Harrisburg Boulevard Suite A,800000004807444326,45,45,9/8/23 7:02 PM,1,,Dining Room,,Dinner,,0.00,2.00,0.20,0.00,0.00,2.20,false,9/8/23 7:04 PM,9/8/23 7:04 PM,00:02:00,In Store
3401 Harrisburg Boulevard Suite A,800000004808380489,46,46,9/8/23 7:10 PM,1,,Dining Room,,Dinner,,0.00,22.00,2.26,4.40,0.00,28.66,false,9/8/23 7:17 PM,9/8/23 7:17 PM,00:07:08,In Store
3401 Harrisburg Boulevard Suite A,800000004808574325,40,40,9/8/23 6:26 PM,1,,None,,Dinner,,0.00,23.00,2.35,4.60,0.00,29.95,false,9/8/23 7:49 PM,9/8/23 7:49 PM,01:23:16,In Store
3401 Harrisburg Boulevard Suite A,800000004808581376,47,47,9/8/23 7:18 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/8/23 7:20 PM,9/8/23 7:20 PM,00:02:05,In Store
3401 Harrisburg Boulevard Suite A,800000004808609812,48,48,9/8/23 7:20 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.44,2.10,0.00,17.54,false,9/8/23 7:21 PM,9/8/23 7:21 PM,00:00:58,In Store
3401 Harrisburg Boulevard Suite A,800000004809703345,50,50,9/8/23 7:31 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,2.98,0.00,14.00,false,9/8/23 8:28 PM,9/8/23 8:28 PM,00:57:25,In Store
3401 Harrisburg Boulevard Suite A,800000004809857667,51,51,9/8/23 7:39 PM,1,,Dining Room,,Dinner,,0.00,40.00,3.90,0.00,0.00,43.90,false,9/8/23 7:49 PM,9/8/23 7:49 PM,00:09:42,In Store
3401 Harrisburg Boulevard Suite A,800000004810279617,53,53,9/8/23 7:49 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,1.32,0.00,7.94,false,9/8/23 7:50 PM,9/8/23 7:50 PM,00:01:10,In Store
3401 Harrisburg Boulevard Suite A,800000004810345444,54,54,9/8/23 7:49 PM,1,,None,,Dinner,,0.00,30.00,3.08,6.00,0.00,39.08,false,9/8/23 7:52 PM,9/8/23 7:52 PM,00:02:22,In Store
3401 Harrisburg Boulevard Suite A,800000004811561485,56,56,9/8/23 7:50 PM,1,,Dining Room,,Dinner,,0.00,3.00,0.31,0.00,0.00,3.31,false,9/8/23 8:19 PM,9/8/23 8:19 PM,00:28:04,In Store
3401 Harrisburg Boulevard Suite A,800000004811659596,57,57,9/8/23 8:09 PM,1,,None,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/8/23 8:15 PM,9/8/23 8:15 PM,00:06:22,In Store
3401 Harrisburg Boulevard Suite A,800000004811907134,58,58,9/8/23 8:20 PM,1,,None,,Dinner,,0.00,14.00,1.44,0.00,0.00,15.44,false,9/8/23 8:21 PM,9/8/23 8:21 PM,00:01:15,In Store
3401 Harrisburg Boulevard Suite A,800000004812006479,9001,9001,9/8/23 7:49 PM,1,,None,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,false,9/8/23 11:28 PM,9/8/23 11:28 PM,03:39:16,In Store
3401 Harrisburg Boulevard Suite A,800000004812054800,59,59,9/8/23 8:22 PM,1,,Dining Room,,Dinner,,0.00,31.00,3.17,4.65,0.00,38.82,false,9/8/23 9:48 PM,9/8/23 9:48 PM,01:25:40,In Store
3401 Harrisburg Boulevard Suite A,800000004812143713,60,60,9/8/23 8:23 PM,1,,Dining Room,,Dinner,,0.00,58.00,5.95,12.76,0.00,76.71,false,9/8/23 10:47 PM,9/8/23 10:47 PM,02:23:34,In Store
3401 Harrisburg Boulevard Suite A,800000004813027437,61,61,9/8/23 8:24 PM,1,,Dining Room,,Dinner,,0.00,54.00,5.54,10.80,0.00,70.34,false,9/8/23 10:36 PM,9/8/23 10:36 PM,02:12:15,In Store
3401 Harrisburg Boulevard Suite A,800000004813036320,62,62,9/8/23 8:25 PM,1,,Dining Room,,Dinner,,0.00,79.00,8.12,25.00,0.00,112.12,false,9/8/23 9:35 PM,9/8/23 9:35 PM,01:09:40,In Store
