Location,Order Id,Order #,Checks,Opened,# of Guests,Table,Revenue Center,Dining Area,Service,Dining Options,Discount Amount,Amount,Tax,Tip,Gratuity,Total,Voided,Paid,Closed,Duration (Opened to Paid),Order Source
3401 Harrisburg Boulevard Suite A,800000003950807704,19,19,8/7/23 4:52 PM,1,,Dining Room,,,,13.20,30.80,3.16,6.60,0.00,40.56,false,8/7/23 4:54 PM,8/7/23 4:54 PM,00:02:05,In Store
3401 Harrisburg Boulevard Suite A,800000003950961269,21,21,8/7/23 4:57 PM,1,,Dining Room,,,,3.25,9.75,1.01,0.00,0.00,10.76,false,8/7/23 4:59 PM,8/7/23 4:59 PM,00:01:46,In Store
3401 Harrisburg Boulevard Suite A,800000003951776847,23,23,8/7/23 5:09 PM,1,,Dining Room,,,,7.75,16.25,1.66,4.80,0.00,22.71,false,8/7/23 6:46 PM,8/7/23 6:46 PM,01:37:04,In Store
3401 Harrisburg Boulevard Suite A,800000003951917670,22,22,8/7/23 5:03 PM,1,,Dining Room,,,,12.00,46.00,4.72,11.60,0.00,62.32,false,8/7/23 10:17 PM,8/7/23 10:17 PM,05:14:38,In Store
3401 Harrisburg Boulevard Suite A,800000003952042431,25,25,8/7/23 5:34 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.32,0.00,7.94,false,8/7/23 5:38 PM,8/7/23 5:38 PM,00:04:12,In Store
3401 Harrisburg Boulevard Suite A,800000003952090205,26,26,8/7/23 5:39 PM,1,,Dining Room,,,,0.00,16.00,1.64,0.00,0.00,17.64,false,8/7/23 5:40 PM,8/7/23 5:40 PM,00:01:18,In Store
3401 Harrisburg Boulevard Suite A,800000003952201690,27,27,8/7/23 5:41 PM,1,,Dining Room,,,,4.00,12.00,1.07,3.52,0.00,16.59,false,8/7/23 6:45 PM,8/7/23 6:45 PM,01:03:51,In Store
3401 Harrisburg Boulevard Suite A,800000003952486155,28,28,8/7/23 5:43 PM,1,,Dining Room,,,,20.00,39.00,4.02,11.80,0.00,54.82,false,8/7/23 6:24 PM,8/7/23 6:24 PM,00:40:22,In Store
3401 Harrisburg Boulevard Suite A,800000003952514749,29,29,8/7/23 5:53 PM,1,,Dining Room,,,,6.25,3.75,0.39,2.00,0.00,6.14,false,8/7/23 5:59 PM,8/7/23 5:59 PM,00:06:16,In Store
3401 Harrisburg Boulevard Suite A,800000003952812541,30,30,8/7/23 6:03 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,8/7/23 11:18 PM,8/7/23 11:18 PM,05:15:43,In Store
3401 Harrisburg Boulevard Suite A,800000003952984512,32,32,8/7/23 6:06 PM,1,,Dining Room,,Dinner,,2.00,6.00,0.62,1.60,0.00,8.22,false,8/7/23 6:09 PM,8/7/23 6:09 PM,00:03:29,In Store
3401 Harrisburg Boulevard Suite A,800000003953246753,34,34,8/7/23 6:13 PM,1,,Dining Room,,Dinner,,5.00,45.00,4.60,7.50,0.00,57.10,false,8/7/23 6:17 PM,8/7/23 6:17 PM,00:04:10,In Store
3401 Harrisburg Boulevard Suite A,800000003953276376,35,35,8/7/23 6:17 PM,1,,Dining Room,,Dinner,,10.00,0.00,0.00,0.00,0.00,0.00,false,8/7/23 11:21 PM,8/7/23 11:21 PM,05:03:35,In Store
3401 Harrisburg Boulevard Suite A,800000003953908533,36,36,8/7/23 6:24 PM,1,,Dining Room,,Dinner,,5.00,8.00,0.82,1.95,0.00,10.77,false,8/7/23 6:39 PM,8/7/23 6:39 PM,00:14:59,In Store
3401 Harrisburg Boulevard Suite A,800000003953975946,37,37,8/7/23 6:39 PM,1,,Dining Room,,Dinner,,5.00,14.00,1.44,3.80,0.00,19.24,false,8/7/23 6:41 PM,8/7/23 6:41 PM,00:02:05,In Store
3401 Harrisburg Boulevard Suite A,800000003954073369,38,38,8/7/23 6:41 PM,1,,Dining Room,,Dinner,,0.00,35.00,3.59,5.25,0.00,43.84,false,8/7/23 6:44 PM,8/7/23 6:44 PM,00:03:04,In Store
3401 Harrisburg Boulevard Suite A,800000003954159788,39,39,8/7/23 6:46 PM,1,,Dining Room,,Dinner,,30.00,50.00,5.12,17.60,0.00,72.72,false,8/7/23 9:11 PM,8/7/23 9:11 PM,02:25:02,In Store
3401 Harrisburg Boulevard Suite A,800000003954361260,40,40,8/7/23 6:47 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,0.00,0.00,11.02,false,8/7/23 6:53 PM,8/7/23 6:53 PM,00:06:51,In Store
3401 Harrisburg Boulevard Suite A,800000003954414227,41,41,8/7/23 6:55 PM,1,,Dining Room,,Dinner,,0.00,13.00,1.33,0.00,0.00,14.33,false,8/7/23 6:55 PM,8/7/23 6:55 PM,00:00:43,In Store
3401 Harrisburg Boulevard Suite A,800000003954459238,42,42,8/7/23 6:56 PM,1,,Dining Room,,Dinner,,5.00,10.00,1.02,0.00,0.00,11.02,false,8/7/23 6:56 PM,8/7/23 6:56 PM,00:00:56,In Store
3401 Harrisburg Boulevard Suite A,800000003954479070,43,43,8/7/23 6:57 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.23,2.40,0.00,15.63,false,8/7/23 6:57 PM,8/7/23 6:57 PM,00:00:40,In Store
3401 Harrisburg Boulevard Suite A,800000003954591181,45,45,8/7/23 7:00 PM,1,,Dining Room,,Dinner,,5.00,3.00,0.31,1.60,0.00,4.91,false,8/7/23 7:07 PM,8/7/23 7:07 PM,00:06:35,In Store
3401 Harrisburg Boulevard Suite A,800000003954815127,44,44,8/7/23 6:57 PM,1,,Dining Room,,Dinner,,5.00,33.00,3.38,10.00,0.00,46.38,false,8/7/23 7:52 PM,8/7/23 7:52 PM,00:54:58,In Store
3401 Harrisburg Boulevard Suite A,800000003954981119,46,46,8/7/23 7:14 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,1.00,0.00,6.51,false,8/7/23 7:14 PM,8/7/23 7:14 PM,00:00:37,In Store
3401 Harrisburg Boulevard Suite A,800000003955147749,47,47,8/7/23 7:15 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.23,2.64,0.00,15.87,false,8/7/23 7:20 PM,8/7/23 7:20 PM,00:05:23,In Store
3401 Harrisburg Boulevard Suite A,800000003955186067,48,48,8/7/23 7:20 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.24,2.64,0.00,15.88,false,8/7/23 7:22 PM,8/7/23 7:22 PM,00:01:20,In Store
3401 Harrisburg Boulevard Suite A,800000003955204847,50,50,8/7/23 7:22 PM,1,,Dining Room,,Dinner,,10.00,43.00,4.42,7.95,0.00,55.37,false,8/7/23 9:39 PM,8/7/23 9:39 PM,02:17:46,In Store
3401 Harrisburg Boulevard Suite A,800000003955225859,51,51,8/7/23 7:22 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,1.76,0.00,10.58,false,8/7/23 7:23 PM,8/7/23 7:23 PM,00:01:13,In Store
3401 Harrisburg Boulevard Suite A,800000003955258928,52,52,8/7/23 7:23 PM,1,,Dining Room,,Dinner,,5.00,10.00,1.02,0.00,0.00,11.02,false,8/7/23 7:24 PM,8/7/23 7:24 PM,00:01:16,In Store
3401 Harrisburg Boulevard Suite A,800000003955276108,53,53,8/7/23 7:23 PM,1,,Dining Room,,Dinner,,10.00,25.00,2.56,0.00,0.00,27.56,false,8/7/23 7:31 PM,8/7/23 7:31 PM,00:07:50,In Store
3401 Harrisburg Boulevard Suite A,800000003955311254,54,54,8/7/23 7:24 PM,1,,Dining Room,,Dinner,,5.00,10.00,1.02,2.25,0.00,13.27,false,8/7/23 9:43 PM,8/7/23 9:43 PM,02:18:28,In Store
3401 Harrisburg Boulevard Suite A,800000003955348529,55,55,8/7/23 7:25 PM,1,,Dining Room,,Dinner,,0.00,16.00,1.63,3.52,0.00,21.15,false,8/7/23 7:28 PM,8/7/23 7:28 PM,00:02:02,In Store
3401 Harrisburg Boulevard Suite A,800000003955391820,56,56,8/7/23 7:28 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,1.76,0.00,10.58,false,8/7/23 7:29 PM,8/7/23 7:29 PM,00:01:07,In Store
3401 Harrisburg Boulevard Suite A,800000003955521367,58,58,8/7/23 7:32 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,0.00,0.00,5.51,false,8/7/23 7:34 PM,8/7/23 7:34 PM,00:02:05,In Store
3401 Harrisburg Boulevard Suite A,800000003955537631,57,57,8/7/23 7:31 PM,1,,Dining Room,,Dinner,,26.00,38.00,1.85,0.00,0.00,39.85,false,8/7/23 9:30 PM,8/7/23 9:30 PM,01:58:35,In Store
3401 Harrisburg Boulevard Suite A,800000003955575476,49,49,8/7/23 7:21 PM,1,,Dining Room,,Dinner,,5.00,14.00,1.44,3.80,0.00,19.24,false,8/7/23 7:37 PM,8/7/23 7:37 PM,00:15:37,In Store
3401 Harrisburg Boulevard Suite A,800000003955798585,60,60,8/7/23 7:34 PM,1,,Dining Room,,Dinner,,10.00,23.00,1.33,4.95,0.00,29.28,false,8/7/23 8:30 PM,8/7/23 8:30 PM,00:55:10,In Store
3401 Harrisburg Boulevard Suite A,800000003956089122,62,62,8/7/23 7:44 PM,1,,Dining Room,,Dinner,,0.00,13.00,1.33,2.60,0.00,16.93,false,8/7/23 11:20 PM,8/7/23 11:20 PM,03:36:15,In Store
3401 Harrisburg Boulevard Suite A,800000003956165301,68,68,8/7/23 7:57 PM,1,,Dining Room,,Dinner,,13.51,9.49,0.98,5.06,0.00,15.53,false,8/7/23 11:17 PM,8/7/23 11:17 PM,03:19:39,In Store
3401 Harrisburg Boulevard Suite A,800000003956301699,70,70,8/7/23 8:03 PM,1,,Dining Room,,Dinner,,0.00,85.00,8.71,18.70,0.00,112.41,false,8/7/23 8:04 PM,8/7/23 8:04 PM,00:01:42,In Store
3401 Harrisburg Boulevard Suite A,800000003956612501,71,71,8/7/23 8:04 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.43,0.00,0.00,15.43,false,8/7/23 8:17 PM,8/7/23 8:17 PM,00:12:38,In Store
3401 Harrisburg Boulevard Suite A,800000003956642604,73,73,8/7/23 8:17 PM,1,,Dining Room,,Dinner,,5.00,10.00,1.02,3.00,0.00,14.02,false,8/7/23 11:21 PM,8/7/23 11:21 PM,03:03:14,In Store
3401 Harrisburg Boulevard Suite A,800000003956804376,74,74,8/7/23 8:19 PM,1,,Dining Room,,Dinner,,10.00,30.00,3.10,8.80,0.00,41.90,false,8/7/23 8:37 PM,8/7/23 8:37 PM,00:18:35,In Store
3401 Harrisburg Boulevard Suite A,800000003956836600,76,76,8/7/23 8:26 PM,1,,Dining Room,,Dinner,,20.00,81.00,8.31,15.15,0.00,104.46,false,8/7/23 9:36 PM,8/7/23 9:36 PM,01:09:59,In Store
3401 Harrisburg Boulevard Suite A,800000003956840181,75,75,8/7/23 8:19 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,false,8/7/23 11:38 PM,8/7/23 11:38 PM,03:18:50,In Store
3401 Harrisburg Boulevard Suite A,800000003956959050,78,78,8/7/23 8:30 PM,1,,Dining Room,,Dinner,,5.00,43.00,4.41,9.60,0.00,57.01,false,8/7/23 8:34 PM,8/7/23 8:34 PM,00:04:22,In Store
3401 Harrisburg Boulevard Suite A,800000003957253209,79,79,8/7/23 8:48 PM,1,,Dining Room,,Dinner,,0.00,55.00,5.65,11.00,0.00,71.65,false,8/7/23 9:35 PM,8/7/23 9:35 PM,00:47:10,In Store
3401 Harrisburg Boulevard Suite A,800000003957443117,80,80,8/7/23 8:49 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.23,1.80,0.00,15.03,false,8/7/23 9:01 PM,8/7/23 9:01 PM,00:11:19,In Store
3401 Harrisburg Boulevard Suite A,800000003957483003,82,82,8/7/23 9:01 PM,1,,Dining Room,,Dinner,,10.00,23.00,2.15,4.95,0.00,30.10,false,8/7/23 10:23 PM,8/7/23 10:23 PM,01:21:57,In Store
3401 Harrisburg Boulevard Suite A,800000003957491775,83,83,8/7/23 9:03 PM,1,,Dining Room,,Dinner,,5.00,11.00,1.13,3.20,0.00,15.33,false,8/7/23 10:44 PM,8/7/23 10:44 PM,01:41:27,In Store
3401 Harrisburg Boulevard Suite A,800000003957630055,86,86,8/7/23 9:11 PM,1,,Dining Room,,Dinner,,5.00,11.00,1.13,2.40,0.00,14.53,false,8/7/23 9:15 PM,8/7/23 9:15 PM,00:04:22,In Store
3401 Harrisburg Boulevard Suite A,800000003957630868,85,85,8/7/23 9:06 PM,2,,Dining Room,,Dinner,,10.00,44.00,4.51,11.88,0.00,60.39,false,8/7/23 9:13 PM,8/7/23 9:13 PM,00:06:52,In Store
3401 Harrisburg Boulevard Suite A,800000003957738471,87,87,8/7/23 9:15 PM,1,,Dining Room,,Dinner,,8.00,0.00,0.00,0.00,0.00,0.00,false,8/7/23 9:21 PM,8/7/23 9:21 PM,00:05:41,In Store
3401 Harrisburg Boulevard Suite A,800000003957766706,88,88,8/7/23 9:22 PM,1,,Dining Room,,Dinner,,0.00,2.00,0.20,0.00,0.00,2.20,false,8/7/23 9:22 PM,8/7/23 9:22 PM,00:00:29,In Store
3401 Harrisburg Boulevard Suite A,800000003957813271,90,90,8/7/23 9:25 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,1.32,0.00,7.94,false,8/7/23 9:26 PM,8/7/23 9:26 PM,00:00:52,In Store
3401 Harrisburg Boulevard Suite A,800000003957827459,91,91,8/7/23 9:26 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,1.20,0.00,7.82,false,8/7/23 9:27 PM,8/7/23 9:27 PM,00:00:50,In Store
3401 Harrisburg Boulevard Suite A,800000003957858611,92,92,8/7/23 9:27 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,8/7/23 9:29 PM,8/7/23 9:29 PM,,In Store
3401 Harrisburg Boulevard Suite A,800000003957881443,94,94,8/7/23 9:30 PM,1,,Dining Room,,Dinner,,0.00,17.00,1.75,0.00,0.00,18.75,false,8/7/23 9:31 PM,8/7/23 9:31 PM,00:01:16,In Store
3401 Harrisburg Boulevard Suite A,800000003958011447,96,96,8/7/23 9:39 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.43,0.00,0.00,15.43,false,8/7/23 9:44 PM,8/7/23 9:44 PM,00:05:12,In Store
3401 Harrisburg Boulevard Suite A,800000003958040100,97,97,8/7/23 9:44 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/7/23 9:44 PM,8/7/23 9:44 PM,00:00:27,In Store
3401 Harrisburg Boulevard Suite A,800000003958133142,99,99,8/7/23 9:46 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,8/7/23 9:53 PM,8/7/23 9:53 PM,,In Store
3401 Harrisburg Boulevard Suite A,800000003958176494,98,98,8/7/23 9:44 PM,1,,Dining Room,,Dinner,,5.00,14.00,1.44,3.80,0.00,19.24,false,8/7/23 11:19 PM,8/7/23 11:19 PM,01:35:01,In Store
3401 Harrisburg Boulevard Suite A,800000003958207499,100,100,8/7/23 9:57 PM,1,,Dining Room,,Dinner,,6.00,11.00,1.13,0.00,0.00,12.13,false,8/7/23 10:00 PM,8/7/23 10:00 PM,00:03:11,In Store
3401 Harrisburg Boulevard Suite A,800000003958255895,101,101,8/7/23 10:04 PM,1,,Dining Room,,Dinner,,0.00,28.00,2.88,0.00,0.00,30.88,false,8/7/23 10:05 PM,8/7/23 10:05 PM,00:00:59,In Store
3401 Harrisburg Boulevard Suite A,800000003958294372,103,103,8/7/23 10:08 PM,1,,Dining Room,,Dinner,,5.00,8.00,0.82,2.60,0.00,11.42,false,8/7/23 11:19 PM,8/7/23 11:19 PM,01:11:24,In Store
3401 Harrisburg Boulevard Suite A,800000003958313443,105,105,8/7/23 10:10 PM,1,,Dining Room,,Dinner,,12.00,0.00,0.00,0.00,0.00,0.00,false,8/7/23 10:11 PM,8/7/23 10:11 PM,00:01:12,In Store
3401 Harrisburg Boulevard Suite A,800000003958568847,107,107,8/7/23 10:17 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/7/23 10:43 PM,8/7/23 10:43 PM,00:25:18,In Store
3401 Harrisburg Boulevard Suite A,800000003958636076,109,109,8/7/23 10:43 PM,1,,Dining Room,,Dinner,,5.00,0.00,0.00,0.00,0.00,0.00,false,8/7/23 11:21 PM,8/7/23 11:21 PM,00:37:43,In Store
3401 Harrisburg Boulevard Suite A,800000003971545395,3001,3001,8/8/23 5:20 PM,1,,Dining Room,,,,13.20,30.80,3.16,0.00,0.00,33.96,false,8/8/23 5:25 PM,8/8/23 5:25 PM,00:04:50,In Store
3401 Harrisburg Boulevard Suite A,800000003971546055,3002,3002,8/8/23 5:25 PM,1,,Dining Room,,,,3.00,0.00,0.00,0.00,0.00,0.00,false,8/8/23 5:28 PM,8/8/23 5:28 PM,00:02:45,In Store
3401 Harrisburg Boulevard Suite A,800000003971574208,1,1,8/8/23 5:28 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,false,8/8/23 5:29 PM,8/8/23 5:29 PM,00:00:56,In Store
3401 Harrisburg Boulevard Suite A,800000003971627015,2,2,8/8/23 5:29 PM,1,,Dining Room,,,,0.00,3.00,0.31,0.00,0.00,3.31,false,8/8/23 5:30 PM,8/8/23 5:30 PM,00:00:37,In Store
3401 Harrisburg Boulevard Suite A,800000004008442018,2,2,8/10/23 10:50 AM,1,,Dining Room,,,,0.00,2.00,0.20,0.00,0.00,2.20,false,8/10/23 10:50 AM,8/10/23 10:50 AM,00:00:16,In Store
3401 Harrisburg Boulevard Suite A,800000004009394865,3,3,8/10/23 11:26 AM,1,,Dining Room,,,,0.00,9.00,0.92,0.00,0.00,9.92,false,8/10/23 11:26 AM,8/10/23 11:26 AM,00:00:50,In Store
3401 Harrisburg Boulevard Suite A,800000004009739951,4,4,8/10/23 11:27 AM,1,,Dining Room,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/10/23 11:39 AM,8/10/23 11:39 AM,00:12:34,In Store
3401 Harrisburg Boulevard Suite A,800000004010929459,5,5,8/10/23 12:16 PM,1,,Dining Room,,,,0.00,11.00,1.13,1.65,0.00,13.78,false,8/10/23 12:16 PM,8/10/23 12:16 PM,00:00:34,In Store
3401 Harrisburg Boulevard Suite A,800000004010951172,6,6,8/10/23 12:16 PM,1,,Dining Room,,,,0.00,8.00,0.82,0.00,0.00,8.82,false,8/10/23 12:17 PM,8/10/23 12:17 PM,00:00:28,In Store
3401 Harrisburg Boulevard Suite A,800000004010968111,7,7,8/10/23 12:17 PM,1,,Dining Room,,,,0.00,10.00,1.02,0.00,0.00,11.02,false,8/10/23 12:17 PM,8/10/23 12:17 PM,00:00:30,In Store
3401 Harrisburg Boulevard Suite A,800000004010986071,8,8,8/10/23 12:17 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.32,0.00,7.94,false,8/10/23 12:18 PM,8/10/23 12:18 PM,00:00:38,In Store
3401 Harrisburg Boulevard Suite A,800000004011007803,9,9,8/10/23 12:18 PM,1,,Dining Room,,,,0.00,7.00,0.71,1.05,0.00,8.76,false,8/10/23 12:19 PM,8/10/23 12:19 PM,00:00:30,In Store
3401 Harrisburg Boulevard Suite A,800000004011026772,10,10,8/10/23 12:19 PM,1,,Dining Room,,,,0.00,10.00,1.02,2.00,0.00,13.02,false,8/10/23 12:20 PM,8/10/23 12:20 PM,00:01:09,In Store
3401 Harrisburg Boulevard Suite A,800000004011389354,11,11,8/10/23 12:30 PM,1,,Dining Room,,,,0.00,50.00,5.13,8.00,0.00,63.13,false,8/10/23 1:13 PM,8/10/23 1:13 PM,00:42:28,In Store
3401 Harrisburg Boulevard Suite A,800000004012681144,12,12,8/10/23 1:17 PM,1,,Dining Room,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/10/23 1:17 PM,8/10/23 1:17 PM,00:00:39,In Store
3401 Harrisburg Boulevard Suite A,800000004013518938,13,13,8/10/23 1:49 PM,1,,Dining Room,,,,0.00,51.00,5.22,5.00,0.00,61.22,false,8/10/23 3:32 PM,8/10/23 3:32 PM,01:43:38,In Store
3401 Harrisburg Boulevard Suite A,800000004014596568,14,14,8/10/23 2:20 PM,1,,Dining Room,,,,0.00,5.00,0.51,1.00,0.00,6.51,false,8/10/23 2:33 PM,8/10/23 2:33 PM,00:12:34,In Store
3401 Harrisburg Boulevard Suite A,800000004014801390,15,15,8/10/23 2:39 PM,1,,Dining Room,,,,0.00,12.00,1.23,0.00,0.00,13.23,false,8/10/23 2:41 PM,8/10/23 2:41 PM,00:01:43,In Store
3401 Harrisburg Boulevard Suite A,800000004015073545,16,16,8/10/23 2:52 PM,1,,Dining Room,,,,0.00,5.00,0.51,0.00,0.00,5.51,false,8/10/23 2:52 PM,8/10/23 2:52 PM,00:00:24,In Store
3401 Harrisburg Boulevard Suite A,800000004015831791,17,17,8/10/23 3:07 PM,1,,Dining Room,,,,0.00,5.00,0.51,0.00,0.00,5.51,false,8/10/23 3:25 PM,8/10/23 3:25 PM,00:17:58,In Store
3401 Harrisburg Boulevard Suite A,800000004016212074,19,19,8/10/23 3:38 PM,1,,Dining Room,,,,5.14,4.86,0.50,2.00,0.00,7.36,false,8/10/23 3:40 PM,8/10/23 3:40 PM,00:01:28,In Store
3401 Harrisburg Boulevard Suite A,800000004016411845,20,20,8/10/23 3:46 PM,1,,Dining Room,,,,0.00,11.00,1.13,1.00,0.00,13.13,false,8/10/23 3:48 PM,8/10/23 3:48 PM,00:01:09,In Store
3401 Harrisburg Boulevard Suite A,800000004016567020,21,21,8/10/23 3:48 PM,1,,Dining Room,,,,0.00,22.00,2.26,3.30,0.00,27.56,false,8/10/23 3:53 PM,8/10/23 3:53 PM,00:05:47,In Store
3401 Harrisburg Boulevard Suite A,800000004016897208,22,22,8/10/23 4:05 PM,1,,Dining Room,,,,1.25,3.75,0.39,0.00,0.00,4.14,false,8/10/23 4:05 PM,8/10/23 4:05 PM,00:00:47,In Store
3401 Harrisburg Boulevard Suite A,800000004017348194,23,23,8/10/23 4:15 PM,1,,Dining Room,,,,12.50,37.50,3.86,5.00,0.00,46.36,false,8/10/23 4:21 PM,8/10/23 4:21 PM,00:05:12,In Store
3401 Harrisburg Boulevard Suite A,800000004018089697,25,25,8/10/23 4:42 PM,1,,Dining Room,,,,17.00,76.00,7.63,20.46,0.00,104.09,false,8/10/23 5:24 PM,8/10/23 5:24 PM,00:41:49,In Store
3401 Harrisburg Boulevard Suite A,800000004019002699,24,24,8/10/23 4:21 PM,1,,Dining Room,,,,0.00,2.00,0.20,0.00,0.00,2.20,false,8/10/23 5:07 PM,8/10/23 5:07 PM,00:46:26,In Store
3401 Harrisburg Boulevard Suite A,800000004019310099,27,27,8/10/23 5:13 PM,1,,Dining Room,,,,3.75,11.25,1.15,3.00,0.00,15.40,false,8/10/23 5:15 PM,8/10/23 5:15 PM,00:02:00,In Store
3401 Harrisburg Boulevard Suite A,800000004019367211,28,28,8/10/23 5:15 PM,1,,Dining Room,,,,2.00,6.00,0.61,2.00,0.00,8.61,false,8/10/23 5:16 PM,8/10/23 5:16 PM,00:00:46,In Store
3401 Harrisburg Boulevard Suite A,800000004019400028,29,29,8/10/23 5:16 PM,1,,Dining Room,,,,0.00,4.00,0.41,5.00,0.00,9.41,false,8/10/23 5:17 PM,8/10/23 5:17 PM,00:00:28,In Store
3401 Harrisburg Boulevard Suite A,800000004020299150,31,31,8/10/23 5:30 PM,1,,Dining Room,,,,4.00,12.00,1.23,2.00,0.00,15.23,false,8/10/23 5:38 PM,8/10/23 5:38 PM,00:07:55,In Store
3401 Harrisburg Boulevard Suite A,800000004021469152,32,32,8/10/23 5:38 PM,1,,Dining Room,,,,0.00,12.00,1.23,2.40,0.00,15.63,false,8/10/23 6:29 PM,8/10/23 6:29 PM,00:51:20,In Store
3401 Harrisburg Boulevard Suite A,800000004022005838,33,33,8/10/23 6:12 PM,1,,Dining Room,,Dinner,,0.00,355.00,0.00,2.00,0.00,357.00,false,8/10/23 7:03 PM,8/10/23 7:03 PM,00:50:42,In Store
3401 Harrisburg Boulevard Suite A,800000004022441657,35,35,8/10/23 6:22 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,0.00,0.00,11.02,false,8/10/23 6:22 PM,8/10/23 6:22 PM,00:00:35,In Store
3401 Harrisburg Boulevard Suite A,800000004023762343,36,36,8/10/23 6:45 PM,1,,Dining Room,,Dinner,,0.00,77.00,7.90,15.40,0.00,100.30,false,8/10/23 6:50 PM,8/10/23 6:50 PM,00:04:25,In Store
3401 Harrisburg Boulevard Suite A,800000004023821177,37,37,8/10/23 6:50 PM,1,,Dining Room,,Dinner,,0.00,2.00,0.20,0.30,0.00,2.50,false,8/10/23 6:52 PM,8/10/23 6:52 PM,00:01:59,In Store
3401 Harrisburg Boulevard Suite A,800000004023929302,38,38,8/10/23 6:52 PM,1,,Dining Room,,Dinner,,0.00,21.00,2.15,0.00,0.00,23.15,false,8/10/23 6:53 PM,8/10/23 6:53 PM,00:00:58,In Store
3401 Harrisburg Boulevard Suite A,800000004023990467,39,39,8/10/23 6:53 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.50,0.00,7.12,false,8/10/23 6:55 PM,8/10/23 6:55 PM,00:01:43,In Store
3401 Harrisburg Boulevard Suite A,800000004024157519,34,34,8/10/23 6:13 PM,1,,Dining Room,,Dinner,,0.00,94.00,9.64,18.80,0.00,122.44,false,8/10/23 8:54 PM,8/10/23 8:54 PM,02:40:52,In Store
3401 Harrisburg Boulevard Suite A,800000004025067481,42,42,8/10/23 7:03 PM,1,,Dining Room,,Dinner,,0.00,4.00,0.41,2.00,0.00,6.41,false,8/10/23 7:17 PM,8/10/23 7:17 PM,00:14:13,In Store
3401 Harrisburg Boulevard Suite A,800000004025203310,44,44,8/10/23 7:18 PM,1,,Dining Room,,Dinner,,0.00,55.00,5.64,11.00,0.00,71.64,false,8/10/23 7:20 PM,8/10/23 7:20 PM,00:02:01,In Store
3401 Harrisburg Boulevard Suite A,800000004025421679,43,43,8/10/23 7:13 PM,1,,Dining Room,,Dinner,,0.00,44.00,4.30,9.68,0.00,57.98,false,8/10/23 8:29 PM,8/10/23 8:29 PM,01:15:49,In Store
3401 Harrisburg Boulevard Suite A,800000004025922799,46,46,8/10/23 7:32 PM,1,,Dining Room,,Dinner,,0.00,29.00,2.97,5.80,0.00,37.77,false,8/10/23 7:36 PM,8/10/23 7:36 PM,00:03:53,In Store
3401 Harrisburg Boulevard Suite A,800000004026010737,47,47,8/10/23 7:36 PM,1,,Dining Room,,Dinner,,8.00,18.00,1.85,5.20,0.00,25.05,false,8/10/23 7:39 PM,8/10/23 7:39 PM,00:02:21,In Store
3401 Harrisburg Boulevard Suite A,800000004026121523,48,48,8/10/23 7:39 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.43,0.00,0.00,15.43,false,8/10/23 7:41 PM,8/10/23 7:41 PM,00:02:27,In Store
3401 Harrisburg Boulevard Suite A,800000004026231153,45,45,8/10/23 7:24 PM,1,,Dining Room,,Dinner,,0.00,72.00,7.39,15.84,0.00,95.23,false,8/10/23 8:50 PM,8/10/23 8:50 PM,01:25:58,In Store
3401 Harrisburg Boulevard Suite A,800000004026359522,51,51,8/10/23 7:44 PM,1,,Dining Room,,Dinner,,0.00,50.00,5.14,10.00,0.00,65.14,false,8/10/23 7:46 PM,8/10/23 7:46 PM,00:01:53,In Store
3401 Harrisburg Boulevard Suite A,800000004026792356,54,54,8/10/23 7:54 PM,1,,Dining Room,,Dinner,,0.00,21.00,2.15,4.62,0.00,27.77,false,8/10/23 7:57 PM,8/10/23 7:57 PM,00:03:19,In Store
