Location,Order Id,Order #,Checks,Opened,# of Guests,Table,Revenue Center,Dining Area,Service,Dining Options,Discount Amount,Amount,Tax,Tip,Gratuity,Total,Voided,Paid,Closed,Duration (Opened to Paid),Order Source
3401 Harrisburg Boulevard Suite A,800000004207247910,13,13,8/17/23 4:33 PM,1,,Dining Room,,,,3.50,10.50,1.07,2.80,0.00,14.37,false,8/17/23 5:15 PM,8/17/23 5:15 PM,00:42:13,In Store
3401 Harrisburg Boulevard Suite A,800000004207388698,14,14,8/17/23 4:37 PM,1,,Dining Room,,,,4.25,12.75,1.29,5.00,0.00,19.04,false,8/17/23 4:42 PM,8/17/23 4:42 PM,00:05:14,In Store
3401 Harrisburg Boulevard Suite A,800000004207638374,15,15,8/17/23 4:44 PM,1,,Dining Room,,,,32.00,96.00,9.82,100.00,0.00,205.82,false,8/17/23 7:23 PM,8/17/23 7:23 PM,02:38:35,In Store
3401 Harrisburg Boulevard Suite A,800000004207905491,16,16,8/17/23 4:52 PM,1,,Dining Room,,,,0.00,12.00,0.00,0.00,0.00,12.00,false,8/17/23 4:54 PM,8/17/23 4:54 PM,00:02:04,In Store
3401 Harrisburg Boulevard Suite A,800000004208188014,17,17,8/17/23 4:59 PM,1,,Dining Room,,,,14.50,45.50,4.21,12.00,0.00,61.71,false,8/17/23 5:42 PM,8/17/23 5:42 PM,00:43:10,In Store
3401 Harrisburg Boulevard Suite A,800000004208384029,19,19,8/17/23 5:03 PM,1,,Dining Room,,,,2.75,8.25,0.84,0.00,0.00,9.09,false,8/17/23 5:04 PM,8/17/23 5:04 PM,00:01:27,In Store
3401 Harrisburg Boulevard Suite A,800000004208615521,20,20,8/17/23 5:09 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,true,8/17/23 5:10 PM,8/17/23 5:10 PM,00:01:00,In Store
3401 Harrisburg Boulevard Suite A,800000004209442586,21,21,8/17/23 5:10 PM,1,,Dining Room,,,,3.25,22.75,2.33,5.20,0.00,30.28,false,8/17/23 8:19 PM,8/17/23 8:19 PM,03:08:51,In Store
3401 Harrisburg Boulevard Suite A,800000004209854894,22,22,8/17/23 5:37 PM,1,,Dining Room,,,,1.50,4.50,0.45,0.00,0.00,4.95,false,8/17/23 5:38 PM,8/17/23 5:38 PM,00:00:25,In Store
3401 Harrisburg Boulevard Suite A,800000004210578552,23,23,8/17/23 5:51 PM,1,,Dining Room,,,,1.75,5.25,0.55,0.00,0.00,5.80,false,8/17/23 5:53 PM,8/17/23 5:53 PM,00:01:47,In Store
3401 Harrisburg Boulevard Suite A,800000004211170598,24,24,8/17/23 5:55 PM,1,,Dining Room,,,,0.00,12.00,1.24,2.40,0.00,15.64,false,8/17/23 8:50 PM,8/17/23 8:50 PM,02:54:50,In Store
3401 Harrisburg Boulevard Suite A,800000004211180909,26,26,8/17/23 6:05 PM,1,,Dining Room,,Dinner,,0.00,81.00,8.32,16.20,0.00,105.52,false,8/17/23 8:42 PM,8/17/23 8:42 PM,02:36:58,In Store
3401 Harrisburg Boulevard Suite A,800000004211411188,25,25,8/17/23 6:03 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,1.60,0.00,10.42,false,8/17/23 6:10 PM,8/17/23 6:10 PM,00:06:39,In Store
3401 Harrisburg Boulevard Suite A,800000004211593996,27,27,8/17/23 6:12 PM,1,,Dining Room,,Dinner,,0.00,11.00,1.13,2.20,0.00,14.33,false,8/17/23 6:14 PM,8/17/23 6:14 PM,00:01:33,In Store
3401 Harrisburg Boulevard Suite A,800000004211651786,28,28,8/17/23 6:14 PM,1,,Dining Room,,Dinner,,0.00,10.00,0.82,0.00,0.00,10.82,false,8/17/23 6:29 PM,8/17/23 6:29 PM,00:15:08,In Store
3401 Harrisburg Boulevard Suite A,800000004212697981,30,30,8/17/23 6:35 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.44,2.80,0.00,18.24,false,8/17/23 6:37 PM,8/17/23 6:37 PM,00:01:40,In Store
3401 Harrisburg Boulevard Suite A,800000004212894573,31,31,8/17/23 6:39 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,0.00,0.00,5.51,false,8/17/23 6:40 PM,8/17/23 6:40 PM,00:01:10,In Store
3401 Harrisburg Boulevard Suite A,800000004215189912,33,33,8/17/23 7:03 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,0.00,0.00,5.51,false,8/17/23 7:28 PM,8/17/23 7:28 PM,00:25:01,In Store
3401 Harrisburg Boulevard Suite A,800000004215350636,35,35,8/17/23 7:31 PM,1,,Dining Room,,Dinner,,0.00,23.00,2.15,4.60,0.00,29.75,false,8/17/23 8:44 PM,8/17/23 8:44 PM,01:12:16,In Store
3401 Harrisburg Boulevard Suite A,800000004217380952,34,34,8/17/23 7:23 PM,1,,Dining Room,,Dinner,,0.00,64.00,6.55,12.80,0.00,83.35,false,8/17/23 9:42 PM,8/17/23 9:42 PM,02:19:02,In Store
3401 Harrisburg Boulevard Suite A,800000004217839409,37,37,8/17/23 8:19 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.24,0.00,0.00,13.24,false,8/17/23 8:37 PM,8/17/23 8:37 PM,00:17:57,In Store
3401 Harrisburg Boulevard Suite A,800000004218556371,36,36,8/17/23 7:54 PM,1,,Dining Room,,Dinner,,0.00,65.00,6.67,14.30,0.00,85.97,false,8/17/23 10:33 PM,8/17/23 10:33 PM,02:38:57,In Store
3401 Harrisburg Boulevard Suite A,800000004218685328,41,41,8/17/23 9:02 PM,1,,Dining Room,,Dinner,,0.00,126.00,12.91,25.20,0.00,164.11,false,8/17/23 10:34 PM,8/17/23 10:34 PM,01:31:35,In Store
3401 Harrisburg Boulevard Suite A,800000004218731284,42,42,8/17/23 9:07 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.44,2.80,0.00,18.24,false,8/17/23 9:10 PM,8/17/23 9:10 PM,00:03:08,In Store
3401 Harrisburg Boulevard Suite A,800000004218851217,43,43,8/17/23 9:10 PM,1,,Dining Room,,Dinner,,0.00,23.00,2.37,4.60,0.00,29.97,false,8/17/23 9:15 PM,8/17/23 9:15 PM,00:04:29,In Store
3401 Harrisburg Boulevard Suite A,800000004218892298,44,44,8/17/23 9:15 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.44,2.00,0.00,17.44,false,8/17/23 9:22 PM,8/17/23 9:22 PM,00:07:03,In Store
3401 Harrisburg Boulevard Suite A,800000004219072541,39,39,8/17/23 8:37 PM,1,,Dining Room,,Dinner,,6.00,0.00,0.00,0.00,0.00,0.00,false,8/17/23 11:30 PM,8/17/23 11:30 PM,02:52:46,In Store
3401 Harrisburg Boulevard Suite A,800000004219290673,47,47,8/17/23 9:29 PM,1,,Dining Room,,Dinner,,0.00,22.00,2.25,3.30,0.00,27.55,false,8/17/23 9:33 PM,8/17/23 9:33 PM,00:04:30,In Store
3401 Harrisburg Boulevard Suite A,800000004219353996,49,49,8/17/23 9:33 PM,1,,Dining Room,,Dinner,,0.00,18.00,1.85,2.70,0.00,22.55,false,8/17/23 9:36 PM,8/17/23 9:36 PM,00:02:48,In Store
3401 Harrisburg Boulevard Suite A,800000004219525850,50,50,8/17/23 9:43 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/17/23 9:50 PM,8/17/23 9:50 PM,00:06:46,In Store
3401 Harrisburg Boulevard Suite A,800000004219554744,51,51,8/17/23 9:45 PM,1,,Dining Room,,Dinner,,0.00,18.00,1.85,0.00,0.00,19.85,false,8/17/23 9:47 PM,8/17/23 9:47 PM,00:02:13,In Store
3401 Harrisburg Boulevard Suite A,800000004219578913,52,52,8/17/23 9:47 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.24,0.00,0.00,13.24,false,8/17/23 9:48 PM,8/17/23 9:48 PM,00:00:50,In Store
3401 Harrisburg Boulevard Suite A,800000004219803102,54,54,8/17/23 9:58 PM,1,,Dining Room,,Dinner,,0.00,15.00,1.54,2.25,0.00,18.79,false,8/17/23 10:00 PM,8/17/23 10:00 PM,00:01:31,In Store
3401 Harrisburg Boulevard Suite A,800000004219910152,56,56,8/17/23 10:05 PM,1,,Dining Room,,Dinner,,9.90,23.10,2.37,7.26,0.00,32.73,false,8/17/23 10:27 PM,8/17/23 10:27 PM,00:22:08,In Store
3401 Harrisburg Boulevard Suite A,800000004219968115,57,57,8/17/23 10:06 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.23,2.00,0.00,15.23,false,8/17/23 10:19 PM,8/17/23 10:19 PM,00:12:56,In Store
3401 Harrisburg Boulevard Suite A,800000004220241592,60,60,8/17/23 10:27 PM,1,,Dining Room,,Dinner,,0.00,25.00,2.57,5.50,0.00,33.07,false,8/17/23 10:29 PM,8/17/23 10:29 PM,00:01:33,In Store
3401 Harrisburg Boulevard Suite A,800000004220269521,59,59,8/17/23 10:25 PM,1,,Dining Room,,Dinner,,0.00,9.00,0.93,1.98,0.00,11.91,false,8/17/23 10:31 PM,8/17/23 10:31 PM,00:05:38,In Store
3401 Harrisburg Boulevard Suite A,800000004225543649,1,1,8/18/23 11:28 AM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,false,8/18/23 11:34 AM,8/18/23 11:34 AM,00:05:44,In Store
3401 Harrisburg Boulevard Suite A,800000004227206314,2,2,8/18/23 12:16 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,true,8/18/23 12:17 PM,8/18/23 12:17 PM,00:00:37,In Store
3401 Harrisburg Boulevard Suite A,800000004227816341,3,3,8/18/23 12:33 PM,1,,Dining Room,,,,0.00,6.00,0.62,0.90,0.00,7.52,false,8/18/23 12:35 PM,8/18/23 12:35 PM,00:01:49,In Store
3401 Harrisburg Boulevard Suite A,800000004227934762,4,4,8/18/23 12:37 PM,1,,Dining Room,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/18/23 12:38 PM,8/18/23 12:38 PM,00:00:22,In Store
3401 Harrisburg Boulevard Suite A,800000004229068920,5,5,8/18/23 1:11 PM,1,,Dining Room,,,,0.00,14.00,1.44,2.80,0.00,18.24,false,8/18/23 1:17 PM,8/18/23 1:17 PM,00:05:53,In Store
3401 Harrisburg Boulevard Suite A,800000004229451427,6,6,8/18/23 1:23 PM,1,,Dining Room,,,,0.00,8.00,0.82,0.00,0.00,8.82,false,8/18/23 1:24 PM,8/18/23 1:24 PM,00:01:00,In Store
3401 Harrisburg Boulevard Suite A,800000004229681496,7,7,8/18/23 1:31 PM,1,,Dining Room,,,,0.00,11.00,1.13,1.65,0.00,13.78,false,8/18/23 1:36 PM,8/18/23 1:36 PM,00:05:49,In Store
3401 Harrisburg Boulevard Suite A,800000004231042084,8,8,8/18/23 2:15 PM,1,,Dining Room,,,,0.00,6.00,0.62,0.90,0.00,7.52,false,8/18/23 2:21 PM,8/18/23 2:21 PM,00:05:59,In Store
3401 Harrisburg Boulevard Suite A,800000004234829506,9,9,8/18/23 3:16 PM,1,,Dining Room,,,,0.00,16.00,1.64,2.40,0.00,20.04,false,8/18/23 4:17 PM,8/18/23 4:17 PM,01:00:57,In Store
3401 Harrisburg Boulevard Suite A,800000004234892934,10,10,8/18/23 4:17 PM,1,,Dining Room,,,,3.00,9.00,0.92,1.80,0.00,11.72,false,8/18/23 4:18 PM,8/18/23 4:18 PM,00:00:45,In Store
3401 Harrisburg Boulevard Suite A,800000004235055800,11,"11, 12",8/18/23 4:18 PM,1,,Dining Room,,,,12.00,36.00,3.70,8.35,0.00,48.05,false,8/18/23 4:22 PM,8/18/23 4:22 PM,00:04:04,In Store
3401 Harrisburg Boulevard Suite A,800000004235128478,13,13,8/18/23 4:23 PM,1,,Dining Room,,,,2.75,8.25,0.84,2.42,0.00,11.51,false,8/18/23 4:24 PM,8/18/23 4:24 PM,00:00:39,In Store
3401 Harrisburg Boulevard Suite A,800000004235280725,14,14,8/18/23 4:27 PM,1,,Dining Room,,,,9.50,28.50,2.93,5.70,0.00,37.13,false,8/18/23 4:27 PM,8/18/23 4:27 PM,00:00:28,In Store
3401 Harrisburg Boulevard Suite A,800000004236057278,15,15,8/18/23 4:43 PM,1,,Dining Room,,,,12.00,36.00,3.71,7.20,0.00,46.91,false,8/18/23 5:59 PM,8/18/23 5:59 PM,01:15:38,In Store
3401 Harrisburg Boulevard Suite A,800000004236159399,16,16,8/18/23 4:44 PM,1,,Dining Room,,,,6.75,20.25,2.07,5.40,0.00,27.72,false,8/18/23 9:55 PM,8/18/23 9:55 PM,05:10:50,In Store
3401 Harrisburg Boulevard Suite A,800000004237497623,17,17,8/18/23 5:11 PM,1,,Dining Room,,,,26.00,148.00,15.19,26.10,0.00,189.29,false,8/18/23 9:02 PM,8/18/23 9:02 PM,03:51:26,In Store
3401 Harrisburg Boulevard Suite A,800000004237549837,18,18,8/18/23 5:12 PM,1,,Dining Room,,,,5.00,15.00,1.52,0.00,0.00,16.52,false,8/18/23 5:21 PM,8/18/23 5:21 PM,00:09:06,In Store
3401 Harrisburg Boulevard Suite A,800000004238029405,19,19,8/18/23 5:15 PM,1,,Dining Room,,,,1.50,4.50,0.45,1.20,0.00,6.15,false,8/18/23 5:23 PM,8/18/23 5:23 PM,00:08:26,In Store
3401 Harrisburg Boulevard Suite A,800000004238174534,21,21,8/18/23 5:22 PM,1,,Dining Room,,,,0.00,3.00,0.31,0.00,0.00,3.31,false,8/18/23 5:28 PM,8/18/23 5:28 PM,00:06:29,In Store
3401 Harrisburg Boulevard Suite A,800000004238324219,22,22,8/18/23 5:24 PM,1,,Dining Room,,,,3.50,10.50,1.06,0.00,0.00,11.56,false,8/18/23 5:29 PM,8/18/23 5:29 PM,00:04:04,In Store
3401 Harrisburg Boulevard Suite A,800000004239852299,24,24,8/18/23 5:49 PM,1,,Dining Room,,,,1.50,4.50,0.46,1.32,0.00,6.28,false,8/18/23 5:51 PM,8/18/23 5:51 PM,00:01:40,In Store
3401 Harrisburg Boulevard Suite A,800000004241118202,25,25,8/18/23 6:00 PM,1,,Dining Room,,Dinner,,0.00,22.00,2.24,4.40,0.00,28.64,false,8/18/23 7:14 PM,8/18/23 7:14 PM,01:13:57,In Store
3401 Harrisburg Boulevard Suite A,800000004244265669,27,27,8/18/23 6:56 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,0.75,0.00,6.26,false,8/18/23 6:57 PM,8/18/23 6:57 PM,00:00:34,In Store
3401 Harrisburg Boulevard Suite A,800000004245869452,29,29,8/18/23 7:20 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,0.00,0.00,8.82,false,8/18/23 7:20 PM,8/18/23 7:20 PM,00:00:49,In Store
3401 Harrisburg Boulevard Suite A,800000004246212697,30,30,8/18/23 7:26 PM,1,,Dining Room,,Dinner,,0.00,26.00,2.66,3.90,0.00,32.56,false,8/18/23 9:51 PM,8/18/23 9:51 PM,02:25:05,In Store
3401 Harrisburg Boulevard Suite A,800000004246267905,28,28,8/18/23 6:57 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,1.60,0.00,10.42,false,8/18/23 7:27 PM,8/18/23 7:27 PM,00:30:06,In Store
3401 Harrisburg Boulevard Suite A,800000004246357447,32,32,8/18/23 7:27 PM,1,,Dining Room,,Dinner,,0.00,0.00,0.00,0.00,0.00,0.00,true,8/18/23 7:28 PM,8/18/23 7:28 PM,00:01:05,In Store
3401 Harrisburg Boulevard Suite A,800000004246593669,31,31,8/18/23 7:26 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.90,0.00,7.52,false,8/18/23 7:32 PM,8/18/23 7:32 PM,00:06:37,In Store
3401 Harrisburg Boulevard Suite A,800000004246618318,33,33,8/18/23 7:29 PM,1,,Dining Room,,Dinner,,0.00,52.00,5.33,3.00,0.00,60.33,false,8/18/23 7:32 PM,8/18/23 7:32 PM,00:03:27,In Store
3401 Harrisburg Boulevard Suite A,800000004247154333,35,35,8/18/23 7:40 PM,1,,Dining Room,,Dinner,,0.00,25.00,2.57,7.00,0.00,34.57,false,8/18/23 8:23 PM,8/18/23 8:23 PM,00:42:21,In Store
3401 Harrisburg Boulevard Suite A,800000004247445044,34,34,8/18/23 7:32 PM,1,,Dining Room,,Dinner,,0.00,26.00,2.66,3.90,0.00,32.56,false,8/18/23 8:47 PM,8/18/23 8:47 PM,01:14:40,In Store
3401 Harrisburg Boulevard Suite A,800000004247641991,36,36,8/18/23 7:41 PM,1,,Dining Room,,Dinner,,0.00,30.00,3.08,4.50,0.00,37.58,false,8/18/23 7:49 PM,8/18/23 7:49 PM,00:08:26,In Store
3401 Harrisburg Boulevard Suite A,800000004249094297,37,37,8/18/23 7:49 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,0.00,0.00,11.02,false,8/18/23 8:14 PM,8/18/23 8:14 PM,00:25:16,In Store
3401 Harrisburg Boulevard Suite A,800000004249717116,40,40,8/18/23 8:14 PM,1,,Dining Room,,Dinner,,0.00,22.00,2.26,6.00,0.00,30.26,false,8/18/23 10:52 PM,8/18/23 10:52 PM,02:37:44,In Store
3401 Harrisburg Boulevard Suite A,800000004249965150,43,43,8/18/23 8:27 PM,1,,Dining Room,,Dinner,,0.00,111.00,10.96,0.00,0.00,121.96,false,8/18/23 10:58 PM,8/18/23 10:58 PM,02:30:58,In Store
3401 Harrisburg Boulevard Suite A,800000004250462675,42,42,8/18/23 8:26 PM,1,,Dining Room,,Dinner,,0.00,53.00,5.44,11.66,0.00,70.10,false,8/18/23 9:31 PM,8/18/23 9:31 PM,01:05:01,In Store
3401 Harrisburg Boulevard Suite A,800000004250519193,44,44,8/18/23 8:42 PM,1,,Dining Room,,Dinner,,0.00,2.00,0.20,1.00,0.00,3.20,false,8/18/23 8:42 PM,8/18/23 8:42 PM,00:00:27,In Store
3401 Harrisburg Boulevard Suite A,800000004250927517,45,45,8/18/23 8:44 PM,1,,Dining Room,,Dinner,,0.00,4.00,0.40,0.00,0.00,4.40,false,8/18/23 8:51 PM,8/18/23 8:51 PM,00:06:59,In Store
3401 Harrisburg Boulevard Suite A,800000004251082759,49,49,8/18/23 8:54 PM,1,,Dining Room,,Dinner,,0.00,18.00,1.64,3.60,0.00,23.24,false,8/18/23 9:01 PM,8/18/23 9:01 PM,00:07:03,In Store
3401 Harrisburg Boulevard Suite A,800000004251685948,51,51,8/18/23 9:03 PM,1,,Dining Room,,Dinner,,0.00,19.00,1.95,3.80,0.00,24.75,false,8/18/23 9:09 PM,8/18/23 9:09 PM,00:06:21,In Store
3401 Harrisburg Boulevard Suite A,800000004251743401,52,52,8/18/23 9:09 PM,1,,Dining Room,,Dinner,,0.00,18.00,1.85,3.96,0.00,23.81,false,8/18/23 9:10 PM,8/18/23 9:10 PM,00:01:06,In Store
3401 Harrisburg Boulevard Suite A,800000004251778615,53,53,8/18/23 9:10 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/18/23 9:11 PM,8/18/23 9:11 PM,00:00:48,In Store
3401 Harrisburg Boulevard Suite A,800000004252299802,55,55,8/18/23 9:11 PM,1,,Dining Room,,Dinner,,0.00,25.00,2.15,5.00,0.00,32.15,false,8/18/23 9:30 PM,8/18/23 9:30 PM,00:18:21,In Store
3401 Harrisburg Boulevard Suite A,800000004252399044,56,56,8/18/23 9:18 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,2.00,0.00,10.82,false,8/18/23 9:48 PM,8/18/23 9:48 PM,00:29:11,In Store
3401 Harrisburg Boulevard Suite A,800000004253958518,58,58,8/18/23 10:15 PM,1,,Dining Room,,Dinner,,0.00,24.00,2.46,4.80,0.00,31.26,false,8/18/23 10:16 PM,8/18/23 10:16 PM,00:01:05,In Store
3401 Harrisburg Boulevard Suite A,800000004253974494,59,59,8/18/23 10:16 PM,1,,Dining Room,,Dinner,,0.00,12.00,1.23,1.80,0.00,15.03,false,8/18/23 10:18 PM,8/18/23 10:18 PM,00:02:34,In Store
3401 Harrisburg Boulevard Suite A,800000004254047465,60,60,8/18/23 10:18 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,10.00,0.00,16.62,false,8/18/23 10:25 PM,8/18/23 10:25 PM,00:06:13,In Store
3401 Harrisburg Boulevard Suite A,800000004254358633,57,57,8/18/23 9:48 PM,1,,Dining Room,,Dinner,,0.00,40.00,4.11,8.00,0.00,52.11,false,8/18/23 10:40 PM,8/18/23 10:40 PM,00:52:17,In Store
3401 Harrisburg Boulevard Suite A,800000004254408125,54,54,8/18/23 9:10 PM,1,,Dining Room,,Dinner,,0.00,37.00,3.79,5.55,0.00,46.34,false,8/18/23 10:33 PM,8/18/23 10:33 PM,01:22:24,In Store
3401 Harrisburg Boulevard Suite A,800000004254443882,61,61,8/18/23 10:33 PM,1,,Dining Room,,Dinner,,0.00,5.00,0.51,0.00,0.00,5.51,false,8/18/23 10:39 PM,8/18/23 10:39 PM,00:05:42,In Store
3401 Harrisburg Boulevard Suite A,800000004254657042,63,63,8/18/23 10:42 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,1.32,0.00,7.94,false,8/18/23 10:43 PM,8/18/23 10:43 PM,00:01:01,In Store
3401 Harrisburg Boulevard Suite A,800000004254834235,64,64,8/18/23 10:50 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,1.20,0.00,7.82,false,8/18/23 10:56 PM,8/18/23 10:56 PM,00:06:24,In Store
3401 Harrisburg Boulevard Suite A,800000004261338865,1,1,8/19/23 11:15 AM,1,,Dining Room,,,,0.00,11.00,1.13,2.42,0.00,14.55,false,8/19/23 11:20 AM,8/19/23 11:20 AM,00:05:09,In Store
3401 Harrisburg Boulevard Suite A,800000004261513481,2,2,8/19/23 11:20 AM,1,,Dining Room,,,,0.00,8.00,0.82,0.00,0.00,8.82,false,8/19/23 11:22 AM,8/19/23 11:22 AM,00:01:13,In Store
3401 Harrisburg Boulevard Suite A,800000004262010972,3,3,8/19/23 11:34 AM,1,,Dining Room,,,,0.00,22.00,2.25,3.30,0.00,27.55,false,8/19/23 11:51 AM,8/19/23 11:51 AM,00:17:26,In Store
3401 Harrisburg Boulevard Suite A,800000004264450174,4,4,8/19/23 12:34 PM,1,,Dining Room,,,,0.00,46.00,4.72,9.20,0.00,59.92,false,8/19/23 12:35 PM,8/19/23 12:35 PM,00:00:43,In Store
3401 Harrisburg Boulevard Suite A,800000004264900031,5,5,8/19/23 12:43 PM,1,,Dining Room,,,,0.00,19.00,1.95,4.18,0.00,25.13,false,8/19/23 12:46 PM,8/19/23 12:46 PM,00:03:07,In Store
3401 Harrisburg Boulevard Suite A,800000004264982413,6,6,8/19/23 12:46 PM,1,,Dining Room,,,,6.76,5.24,0.53,0.00,0.00,5.77,false,8/19/23 12:47 PM,8/19/23 12:47 PM,00:01:04,In Store
3401 Harrisburg Boulevard Suite A,800000004265187988,8,8,8/19/23 12:51 PM,1,,Dining Room,,,,0.00,18.00,1.86,3.96,0.00,23.82,false,8/19/23 12:52 PM,8/19/23 12:52 PM,00:01:20,In Store
3401 Harrisburg Boulevard Suite A,800000004265981340,9,9,8/19/23 1:10 PM,1,,Dining Room,,,,0.00,12.00,1.24,2.40,0.00,15.64,false,8/19/23 1:11 PM,8/19/23 1:11 PM,00:01:33,In Store
3401 Harrisburg Boulevard Suite A,800000004266064425,10,10,8/19/23 1:11 PM,1,,Dining Room,,,,6.20,31.80,3.26,7.60,0.00,42.66,false,8/19/23 1:49 PM,8/19/23 1:49 PM,00:37:07,In Store
3401 Harrisburg Boulevard Suite A,800000004266111767,11,11,8/19/23 1:12 PM,1,,Dining Room,,,,0.00,23.00,2.37,4.60,0.00,29.97,false,8/19/23 1:48 PM,8/19/23 1:48 PM,00:35:33,In Store
3401 Harrisburg Boulevard Suite A,800000004266252562,7,7,8/19/23 12:48 PM,1,,Dining Room,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,8/19/23 1:17 PM,8/19/23 1:17 PM,00:29:35,In Store
3401 Harrisburg Boulevard Suite A,800000004266371078,13,13,8/19/23 1:19 PM,1,,Dining Room,,,,0.00,30.00,3.08,0.00,0.00,33.08,false,8/19/23 1:21 PM,8/19/23 1:21 PM,00:01:48,In Store
3401 Harrisburg Boulevard Suite A,800000004266458489,14,14,8/19/23 1:21 PM,1,,Dining Room,,,,0.00,12.00,1.24,1.80,0.00,15.04,false,8/19/23 1:22 PM,8/19/23 1:22 PM,00:00:53,In Store
3401 Harrisburg Boulevard Suite A,800000004266862466,12,12,8/19/23 1:13 PM,1,,Dining Room,,,,0.00,19.00,1.95,0.00,0.00,20.95,false,8/19/23 1:33 PM,8/19/23 1:33 PM,00:20:03,In Store
3401 Harrisburg Boulevard Suite A,800000004267649655,15,15,8/19/23 1:49 PM,1,,Dining Room,,,,0.00,2.00,0.20,2.80,0.00,5.00,false,8/19/23 1:50 PM,8/19/23 1:50 PM,00:01:35,In Store
3401 Harrisburg Boulevard Suite A,800000004267990248,16,16,8/19/23 1:57 PM,1,,Dining Room,,,,0.00,14.00,1.44,2.80,0.00,18.24,false,8/19/23 5:59 PM,8/19/23 5:59 PM,04:01:45,In Store
3401 Harrisburg Boulevard Suite A,800000004268449470,18,18,8/19/23 2:08 PM,1,,Dining Room,,,,0.00,11.00,1.13,2.42,0.00,14.55,false,8/19/23 2:09 PM,8/19/23 2:09 PM,00:00:41,In Store
3401 Harrisburg Boulevard Suite A,800000004268732674,19,19,8/19/23 2:15 PM,1,,Dining Room,,,,0.00,20.00,2.06,4.12,0.00,26.18,false,8/19/23 2:20 PM,8/19/23 2:20 PM,00:04:52,In Store
3401 Harrisburg Boulevard Suite A,800000004269299541,20,20,8/19/23 2:28 PM,1,,Dining Room,,,,0.00,8.00,0.82,0.00,0.00,8.82,false,8/19/23 2:29 PM,8/19/23 2:29 PM,00:00:52,In Store
3401 Harrisburg Boulevard Suite A,800000004269524721,21,21,8/19/23 2:34 PM,1,,Dining Room,,,,0.00,122.00,12.29,18.30,0.00,152.59,false,8/19/23 3:50 PM,8/19/23 3:50 PM,01:15:39,In Store
3401 Harrisburg Boulevard Suite A,800000004269692905,23,23,8/19/23 2:38 PM,1,,Dining Room,,,,0.00,2.00,0.20,0.00,0.00,2.20,false,8/19/23 2:39 PM,8/19/23 2:39 PM,00:00:13,In Store
3401 Harrisburg Boulevard Suite A,800000004269724711,24,24,8/19/23 2:39 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,true,8/19/23 2:39 PM,8/19/23 2:39 PM,00:00:16,In Store
3401 Harrisburg Boulevard Suite A,800000004269943172,25,25,8/19/23 2:44 PM,1,,Dining Room,,,,0.00,25.00,2.56,5.00,0.00,32.56,false,8/19/23 11:30 PM,8/19/23 11:30 PM,08:45:23,In Store
3401 Harrisburg Boulevard Suite A,800000004269998362,26,26,8/19/23 2:45 PM,1,,Dining Room,,,,0.00,80.00,8.18,16.00,0.00,104.18,false,8/19/23 4:32 PM,8/19/23 4:32 PM,01:46:50,In Store
3401 Harrisburg Boulevard Suite A,800000004270426261,27,27,8/19/23 2:47 PM,1,,Dining Room,,,,0.00,8.00,0.82,1.20,0.00,10.02,false,8/19/23 3:03 PM,8/19/23 3:03 PM,00:15:56,In Store
3401 Harrisburg Boulevard Suite A,800000004270474275,28,28,8/19/23 2:57 PM,1,,Dining Room,,,,0.00,8.00,0.82,1.76,0.00,10.58,false,8/19/23 2:59 PM,8/19/23 2:59 PM,00:01:12,In Store
3401 Harrisburg Boulevard Suite A,800000004270517033,29,29,8/19/23 2:59 PM,1,,Dining Room,,,,0.00,12.00,1.24,2.40,0.00,15.64,false,8/19/23 3:00 PM,8/19/23 3:00 PM,00:01:06,In Store
